                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    303,                 1.3071,                0.99417,                 1.0603,                0.71797,                  0.394,                 0.4502,                0.27201,                 1.2236,                0.89037,                 1.0305,              0.0070201,              0.0070201,              0.0070201
                    304,                 1.3064,                0.99408,                 1.0607,                 0.7194,                0.39289,                0.45014,                 0.2722,                 1.2235,                0.89033,                 1.0304,              0.0070102,              0.0070102,              0.0070102
                    305,                 1.3053,                0.99312,                 1.0587,                0.71672,                0.39345,                0.45038,                 0.2721,                 1.2234,                0.89046,                 1.0304,              0.0070003,              0.0070003,              0.0070003
                    306,                 1.3074,                0.99602,                 1.0602,                0.71636,                0.39445,                0.45088,                0.27256,                 1.2232,                0.89039,                 1.0302,              0.0069904,              0.0069904,              0.0069904
                    307,                 1.3057,                0.99196,                 1.0609,                0.72146,                0.39277,                0.45121,                0.27241,                 1.2232,                0.89025,                 1.0301,              0.0069805,              0.0069805,              0.0069805
                    308,                 1.3064,                0.99361,                 1.0602,                0.72125,                0.39336,                0.45133,                0.27218,                 1.2231,                0.89009,                 1.0301,              0.0069706,              0.0069706,              0.0069706
                    309,                 1.3075,                0.99373,                 1.0593,                0.71821,                0.39413,                0.45153,                0.27223,                 1.2232,                0.89037,                 1.0301,              0.0069607,              0.0069607,              0.0069607
                    310,                 1.3055,                0.99395,                  1.059,                0.71668,                0.39473,                0.45151,                0.27227,                 1.2231,                0.89038,                 1.0301,              0.0069508,              0.0069508,              0.0069508
                    311,                 1.3061,                0.99269,                 1.0596,                0.71324,                0.39526,                0.45156,                0.27272,                 1.2234,                0.89032,                 1.0303,              0.0069409,              0.0069409,              0.0069409
                    312,                 1.3052,                0.99323,                 1.0592,                 0.7176,                0.39497,                0.45129,                0.27267,                 1.2233,                0.89005,                 1.0302,               0.006931,               0.006931,               0.006931
                    313,                 1.3034,                0.99366,                 1.0595,                0.72108,                0.39377,                0.45125,                0.27198,                 1.2233,                0.88989,                 1.0301,              0.0069211,              0.0069211,              0.0069211
                    314,                 1.3034,                0.99037,                 1.0599,                0.72329,                0.39333,                0.45138,                0.27218,                 1.2233,                0.88948,                   1.03,              0.0069112,              0.0069112,              0.0069112
                    315,                 1.3093,                0.99634,                 1.0606,                 0.7193,                0.39498,                0.45132,                0.27196,                  1.223,                0.88964,                   1.03,              0.0069013,              0.0069013,              0.0069013
                    316,                 1.3038,                0.99258,                 1.0587,                 0.7153,                0.39575,                0.45171,                0.27264,                 1.2228,                0.88958,                 1.0299,              0.0068914,              0.0068914,              0.0068914
                    317,                 1.3058,                0.99151,                 1.0594,                0.71868,                0.39496,                0.45177,                0.27245,                 1.2228,                0.88977,                 1.0298,              0.0068815,              0.0068815,              0.0068815
                    318,                 1.3025,                0.98925,                 1.0594,                0.72177,                 0.3948,                0.45166,                0.27343,                 1.2227,                0.88965,                 1.0297,              0.0068716,              0.0068716,              0.0068716
                    319,                 1.3027,                0.99069,                 1.0582,                0.72075,                0.39571,                0.45155,                0.27342,                 1.2226,                0.88953,                 1.0297,              0.0068617,              0.0068617,              0.0068617
                    320,                  1.306,                0.99192,                 1.0595,                0.72133,                0.39496,                0.45175,                 0.2734,                 1.2228,                0.88931,                 1.0297,              0.0068518,              0.0068518,              0.0068518
                    321,                  1.307,                0.99226,                 1.0594,                0.73167,                0.39766,                0.45292,                0.27412,                 1.2227,                0.88921,                 1.0297,              0.0068419,              0.0068419,              0.0068419
                    322,                 1.3056,                0.99201,                  1.059,                0.72171,                0.39462,                0.45173,                0.27325,                 1.2227,                0.88904,                 1.0297,               0.006832,               0.006832,               0.006832
                    323,                 1.3067,                0.99057,                 1.0591,                0.71683,                0.39562,                0.45169,                0.27363,                 1.2225,                0.88876,                 1.0296,              0.0068221,              0.0068221,              0.0068221
                    324,                 1.3062,                0.99128,                 1.0583,                0.71752,                0.39428,                0.45196,                0.27402,                 1.2228,                0.88891,                 1.0296,              0.0068122,              0.0068122,              0.0068122
                    325,                 1.3001,                0.98826,                 1.0572,                0.71803,                0.39464,                0.45212,                0.27399,                 1.2226,                0.88884,                 1.0294,              0.0068023,              0.0068023,              0.0068023
                    326,                 1.3065,                0.99041,                 1.0599,                0.71672,                 0.3951,                0.45247,                  0.274,                 1.2224,                0.88869,                 1.0294,              0.0067924,              0.0067924,              0.0067924
                    327,                 1.3032,                0.98993,                 1.0582,                0.71604,                0.39664,                0.45285,                0.27415,                 1.2223,                0.88848,                 1.0293,              0.0067825,              0.0067825,              0.0067825
                    328,                 1.3031,                0.99074,                 1.0581,                0.72311,                0.39221,                0.45237,                0.27367,                 1.2224,                0.88838,                 1.0293,              0.0067726,              0.0067726,              0.0067726
                    329,                 1.3028,                0.99051,                 1.0579,                0.72183,                0.39374,                0.45286,                0.27399,                 1.2223,                0.88836,                 1.0292,              0.0067627,              0.0067627,              0.0067627
                    330,                 1.3081,                0.99368,                 1.0611,                0.71855,                0.39319,                0.45157,                0.27365,                 1.2224,                0.88835,                 1.0292,              0.0067528,              0.0067528,              0.0067528
                    331,                 1.3048,                0.98799,                 1.0586,                0.71911,                0.39335,                0.45211,                0.27378,                 1.2224,                0.88839,                 1.0292,              0.0067429,              0.0067429,              0.0067429
                    332,                  1.302,                0.98949,                 1.0592,                0.72085,                0.39347,                0.45311,                 0.2744,                 1.2222,                0.88813,                 1.0293,               0.006733,               0.006733,               0.006733
                    333,                 1.3046,                0.99085,                 1.0586,                0.71848,                0.39451,                0.45357,                0.27426,                 1.2224,                 0.8882,                 1.0292,              0.0067231,              0.0067231,              0.0067231
                    334,                 1.3022,                0.98743,                 1.0579,                0.71923,                0.39509,                0.45452,                0.27458,                 1.2224,                0.88823,                 1.0292,              0.0067132,              0.0067132,              0.0067132
                    335,                 1.3015,                0.98792,                 1.0577,                0.71993,                0.39312,                0.45402,                0.27428,                 1.2226,                0.88825,                 1.0292,              0.0067033,              0.0067033,              0.0067033
                    336,                 1.3014,                0.99126,                 1.0579,                0.71979,                  0.393,                 0.4545,                0.27421,                 1.2227,                 0.8882,                 1.0292,              0.0066934,              0.0066934,              0.0066934
                    337,                 1.3029,                0.98754,                  1.058,                0.70187,                0.39364,                0.45422,                0.27414,                 1.2226,                0.88805,                 1.0292,              0.0066835,              0.0066835,              0.0066835
                    338,                 1.3044,                0.98982,                 1.0583,                0.69842,                0.39521,                0.45285,                0.27372,                 1.2226,                0.88785,                 1.0291,              0.0066736,              0.0066736,              0.0066736
                    339,                 1.3043,                0.98764,                 1.0587,                0.69725,                0.39639,                 0.4542,                0.27385,                 1.2226,                0.88797,                 1.0291,              0.0066637,              0.0066637,              0.0066637
                    340,                  1.302,                0.98883,                  1.057,                0.69595,                0.39484,                0.45408,                0.27348,                 1.2224,                0.88744,                 1.0289,              0.0066538,              0.0066538,              0.0066538
                    341,                 1.3022,                0.98787,                 1.0574,                0.71207,                0.39429,                0.45349,                0.27323,                 1.2224,                0.88716,                 1.0289,              0.0066439,              0.0066439,              0.0066439
                    342,                 1.3017,                0.98633,                 1.0574,                0.71252,                0.39296,                 0.4536,                0.27358,                 1.2221,                0.88696,                 1.0288,               0.006634,               0.006634,               0.006634
                    343,                 1.2979,                0.98247,                 1.0552,                0.70712,                0.39961,                0.45485,                0.27399,                 1.2221,                 0.8867,                 1.0287,              0.0066241,              0.0066241,              0.0066241
                    344,                 1.3001,                0.98616,                  1.056,                0.70844,                0.39896,                0.45484,                0.27374,                 1.2221,                0.88659,                 1.0287,              0.0066142,              0.0066142,              0.0066142
                    345,                  1.302,                0.98704,                 1.0563,                0.71056,                0.39754,                0.45439,                 0.2738,                  1.222,                0.88645,                 1.0286,              0.0066043,              0.0066043,              0.0066043
                    346,                 1.3007,                0.98573,                  1.057,                0.70811,                0.39887,                0.45504,                0.27383,                 1.2219,                0.88645,                 1.0286,              0.0065944,              0.0065944,              0.0065944
                    347,                 1.3023,                0.98792,                 1.0573,                 0.7078,                 0.3981,                0.45445,                0.27376,                  1.222,                0.88645,                 1.0286,              0.0065845,              0.0065845,              0.0065845
                    348,                 1.2982,                0.98468,                 1.0575,                0.70646,                0.39403,                0.45304,                0.27311,                 1.2219,                 0.8864,                 1.0285,              0.0065746,              0.0065746,              0.0065746
                    349,                 1.3014,                0.98559,                 1.0569,                0.70521,                0.39665,                0.45409,                 0.2736,                 1.2218,                0.88626,                 1.0285,              0.0065647,              0.0065647,              0.0065647
                    350,                 1.3004,                0.98581,                 1.0574,                 0.7054,                0.39656,                0.45398,                0.27382,                 1.2217,                 0.8863,                 1.0284,              0.0065548,              0.0065548,              0.0065548
                    351,                 1.3019,                0.98511,                 1.0568,                0.71953,                0.39722,                0.45603,                 0.2747,                 1.2216,                0.88613,                 1.0283,              0.0065449,              0.0065449,              0.0065449
                    352,                 1.3015,                0.98609,                 1.0579,                0.71133,                0.39388,                0.45449,                 0.2741,                 1.2213,                0.88595,                 1.0282,               0.006535,               0.006535,               0.006535
                    353,                 1.3016,                0.98808,                 1.0572,                0.71309,                 0.3924,                 0.4525,                0.27364,                 1.2212,                0.88594,                 1.0282,              0.0065251,              0.0065251,              0.0065251
                    354,                 1.3001,                0.98315,                  1.056,                0.71888,                0.39154,                0.45369,                0.27431,                 1.2212,                0.88577,                 1.0281,              0.0065152,              0.0065152,              0.0065152
                    355,                 1.3044,                0.98879,                 1.0579,                0.71745,                0.39306,                0.45417,                0.27435,                 1.2214,                0.88594,                 1.0282,              0.0065053,              0.0065053,              0.0065053
                    356,                 1.3002,                 0.9867,                 1.0566,                0.72173,                0.39256,                0.45383,                0.27461,                 1.2213,                0.88567,                 1.0281,              0.0064954,              0.0064954,              0.0064954
                    357,                  1.299,                0.98645,                 1.0577,                0.72616,                0.39444,                0.45459,                0.27523,                 1.2212,                 0.8858,                 1.0281,              0.0064855,              0.0064855,              0.0064855
                    358,                 1.3003,                0.98556,                 1.0569,                0.72631,                0.39494,                0.45451,                0.27532,                 1.2211,                0.88572,                  1.028,              0.0064756,              0.0064756,              0.0064756
                    359,                 1.2996,                0.98416,                 1.0564,                0.72507,                0.39536,                0.45488,                0.27551,                 1.2214,                0.88566,                 1.0282,              0.0064657,              0.0064657,              0.0064657
                    360,                 1.3001,                 0.9842,                 1.0554,                  0.721,                 0.3963,                0.45464,                 0.2759,                 1.2216,                0.88572,                 1.0282,              0.0064558,              0.0064558,              0.0064558
                    361,                 1.3001,                0.98486,                 1.0564,                0.71851,                0.39865,                0.45482,                0.27559,                 1.2215,                0.88562,                 1.0282,              0.0064459,              0.0064459,              0.0064459
                    362,                 1.3001,                0.98421,                  1.057,                0.71623,                 0.4006,                0.45479,                0.27552,                 1.2215,                0.88567,                 1.0283,               0.006436,               0.006436,               0.006436
                    363,                 1.2992,                0.98444,                 1.0549,                0.71888,                0.39837,                0.45517,                0.27591,                 1.2215,                0.88547,                 1.0283,              0.0064261,              0.0064261,              0.0064261
                    364,                 1.2978,                0.98345,                 1.0553,                0.71915,                0.39718,                0.45467,                  0.276,                 1.2213,                 0.8854,                 1.0282,              0.0064162,              0.0064162,              0.0064162
                    365,                 1.2991,                0.98461,                 1.0567,                0.71705,                0.39871,                0.45572,                0.27617,                 1.2211,                0.88508,                 1.0282,              0.0064063,              0.0064063,              0.0064063
                    366,                 1.2999,                0.98615,                 1.0562,                0.69826,                0.40169,                0.45453,                0.27522,                  1.221,                0.88499,                 1.0281,              0.0063964,              0.0063964,              0.0063964
                    367,                 1.2967,                0.98161,                 1.0551,                0.70173,                0.39965,                0.45536,                0.27492,                 1.2211,                0.88485,                 1.0281,              0.0063865,              0.0063865,              0.0063865
                    368,                 1.2998,                0.98229,                 1.0562,                0.70259,                0.39944,                0.45455,                0.27458,                  1.221,                0.88468,                 1.0281,              0.0063766,              0.0063766,              0.0063766
                    369,                 1.2988,                0.98397,                 1.0566,                0.70146,                0.40094,                0.45504,                0.27478,                  1.221,                0.88461,                 1.0281,              0.0063667,              0.0063667,              0.0063667
                    370,                 1.3026,                0.98914,                 1.0565,                0.70097,                0.39982,                0.45481,                 0.2749,                 1.2208,                0.88467,                  1.028,              0.0063568,              0.0063568,              0.0063568
                    371,                 1.2958,                0.98025,                  1.054,                0.70307,                0.39932,                0.45502,                0.27469,                 1.2209,                0.88457,                 1.0279,              0.0063469,              0.0063469,              0.0063469
                    372,                 1.3004,                0.98533,                 1.0565,                0.70481,                0.39999,                0.45486,                0.27484,                 1.2211,                0.88411,                 1.0281,               0.006337,               0.006337,               0.006337
                    373,                  1.298,                0.98085,                 1.0551,                0.70137,                 0.4027,                0.45528,                0.27504,                 1.2211,                0.88403,                  1.028,              0.0063271,              0.0063271,              0.0063271
                    374,                  1.297,                0.97966,                 1.0554,                0.70025,                0.40315,                0.45534,                 0.2752,                 1.2212,                0.88405,                  1.028,              0.0063172,              0.0063172,              0.0063172
                    375,                 1.2996,                0.98439,                 1.0564,                0.69367,                0.40691,                0.45479,                 0.2749,                 1.2211,                0.88406,                  1.028,              0.0063073,              0.0063073,              0.0063073
                    376,                 1.2989,                0.98247,                 1.0555,                0.69766,                 0.4061,                0.45554,                0.27516,                 1.2212,                0.88395,                 1.0281,              0.0062974,              0.0062974,              0.0062974
                    377,                 1.2968,                0.98237,                 1.0563,                0.69542,                0.40637,                0.45557,                 0.2756,                 1.2212,                0.88409,                 1.0281,              0.0062875,              0.0062875,              0.0062875
                    378,                 1.2979,                0.98288,                 1.0552,                 0.6944,                0.40751,                0.45562,                0.27599,                 1.2215,                  0.884,                 1.0283,              0.0062776,              0.0062776,              0.0062776
                    379,                 1.2979,                0.98276,                 1.0555,                0.69754,                0.40487,                0.45581,                0.27612,                 1.2217,                0.88389,                 1.0283,              0.0062677,              0.0062677,              0.0062677
                    380,                 1.2984,                 0.9795,                 1.0558,                0.69727,                0.40563,                0.45558,                0.27565,                 1.2216,                0.88373,                 1.0282,              0.0062578,              0.0062578,              0.0062578
                    381,                 1.2989,                0.98277,                 1.0567,                0.69453,                0.40581,                0.45523,                0.27516,                 1.2218,                0.88386,                 1.0282,              0.0062479,              0.0062479,              0.0062479
                    382,                 1.2969,                0.97943,                 1.0537,                0.69279,                0.40695,                0.45524,                0.27512,                 1.2218,                0.88356,                 1.0282,               0.006238,               0.006238,               0.006238
                    383,                 1.2979,                0.98032,                 1.0555,                0.69397,                0.40561,                0.45481,                0.27525,                  1.222,                0.88361,                 1.0282,              0.0062281,              0.0062281,              0.0062281
                    384,                 1.2972,                0.98133,                 1.0548,                0.69319,                 0.4049,                0.45476,                 0.2748,                 1.2218,                 0.8835,                  1.028,              0.0062182,              0.0062182,              0.0062182
                    385,                 1.2959,                0.97637,                 1.0541,                0.69363,                0.40551,                0.45587,                0.27558,                 1.2219,                0.88317,                  1.028,              0.0062083,              0.0062083,              0.0062083
                    386,                 1.2973,                0.98051,                 1.0545,                0.69307,                0.40551,                0.45607,                0.27629,                 1.2216,                0.88305,                 1.0279,              0.0061984,              0.0061984,              0.0061984
                    387,                 1.2964,                0.97841,                 1.0553,                0.69614,                0.41197,                0.45659,                0.27677,                 1.2213,                0.88312,                 1.0279,              0.0061885,              0.0061885,              0.0061885
                    388,                 1.2977,                0.98197,                 1.0552,                0.69395,                0.41399,                0.45674,                0.27653,                 1.2213,                0.88291,                 1.0279,              0.0061786,              0.0061786,              0.0061786
                    389,                 1.2961,                0.97868,                 1.0553,                0.69409,                 0.4138,                0.45659,                0.27661,                 1.2214,                0.88284,                 1.0279,              0.0061687,              0.0061687,              0.0061687
                    390,                 1.2958,                0.97955,                 1.0548,                0.71055,                0.40382,                0.45648,                 0.2764,                 1.2211,                 0.8827,                 1.0278,              0.0061588,              0.0061588,              0.0061588
                    391,                 1.2936,                0.97718,                 1.0532,                0.70935,                0.40593,                0.45659,                0.27647,                 1.2211,                0.88298,                 1.0277,              0.0061489,              0.0061489,              0.0061489
                    392,                 1.2948,                0.97924,                 1.0533,                0.71942,                0.39391,                0.45494,                0.27546,                 1.2208,                0.88283,                 1.0277,               0.006139,               0.006139,               0.006139
                    393,                 1.2948,                 0.9806,                 1.0539,                0.71924,                0.39408,                 0.4546,                0.27562,                 1.2207,                0.88271,                 1.0275,              0.0061291,              0.0061291,              0.0061291
                    394,                 1.2913,                0.97699,                 1.0526,                 0.7228,                0.39365,                0.45456,                0.27575,                 1.2207,                 0.8825,                 1.0274,              0.0061192,              0.0061192,              0.0061192
                    395,                 1.2933,                0.97906,                 1.0535,                0.72003,                0.39328,                0.45334,                0.27452,                 1.2208,                0.88262,                 1.0274,              0.0061093,              0.0061093,              0.0061093
                    396,                 1.2941,                0.97758,                 1.0534,                0.70051,                0.40038,                0.45339,                0.27466,                 1.2205,                0.88249,                 1.0273,              0.0060994,              0.0060994,              0.0060994
                    397,                 1.2923,                 0.9766,                 1.0529,                0.69852,                 0.4015,                0.45341,                0.27482,                 1.2206,                0.88242,                 1.0273,              0.0060895,              0.0060895,              0.0060895
                    398,                 1.2942,                0.97524,                 1.0535,                0.69867,                0.40014,                0.45285,                0.27462,                 1.2205,                0.88218,                 1.0274,              0.0060796,              0.0060796,              0.0060796
                    399,                 1.2967,                 0.9765,                 1.0542,                0.70046,                0.40078,                0.45231,                0.27436,                 1.2203,                0.88228,                 1.0274,              0.0060697,              0.0060697,              0.0060697
                    400,                 1.2901,                0.97392,                 1.0534,                0.69959,                0.40075,                0.45381,                0.27481,                 1.2201,                0.88235,                 1.0272,              0.0060598,              0.0060598,              0.0060598
                    401,                 1.2985,                0.98023,                 1.0542,                0.69781,                0.40143,                0.45385,                0.27489,                 1.2198,                0.88248,                 1.0271,              0.0060499,              0.0060499,              0.0060499
                    402,                 1.2936,                0.97652,                 1.0525,                0.69349,                0.40316,                0.45404,                 0.2752,                 1.2197,                0.88217,                 1.0271,                0.00604,                0.00604,                0.00604
                    403,                 1.2944,                 0.9755,                 1.0521,                0.70145,                  0.399,                0.45395,                0.27557,                 1.2195,                0.88211,                  1.027,              0.0060301,              0.0060301,              0.0060301
                    404,                 1.2958,                 0.9761,                  1.054,                0.69797,                0.40078,                0.45393,                0.27529,                 1.2193,                0.88185,                 1.0269,              0.0060202,              0.0060202,              0.0060202
                    405,                 1.2957,                0.97955,                 1.0528,                0.69745,                0.40052,                0.45433,                0.27535,                 1.2191,                0.88189,                 1.0269,              0.0060103,              0.0060103,              0.0060103
                    406,                 1.2948,                0.97842,                 1.0541,                0.69717,                0.40091,                0.45396,                0.27501,                 1.2189,                0.88164,                 1.0268,              0.0060004,              0.0060004,              0.0060004
                    407,                 1.2947,                0.97762,                 1.0528,                0.69444,                0.40155,                0.45451,                0.27542,                 1.2189,                0.88172,                 1.0267,              0.0059905,              0.0059905,              0.0059905
                    408,                 1.2946,                0.97664,                 1.0531,                 0.6947,                0.40179,                0.45397,                0.27432,                 1.2189,                0.88181,                 1.0267,              0.0059806,              0.0059806,              0.0059806
                    409,                 1.2938,                0.97804,                 1.0528,                 0.6823,                0.40824,                0.45345,                0.27403,                 1.2188,                 0.8816,                 1.0267,              0.0059707,              0.0059707,              0.0059707
                    410,                 1.2914,                0.97527,                 1.0531,                0.68817,                0.40604,                  0.454,                0.27434,                 1.2186,                0.88148,                 1.0266,              0.0059608,              0.0059608,              0.0059608
                    411,                 1.2932,                0.97469,                 1.0515,                0.68705,                0.40611,                0.45401,                0.27464,                 1.2187,                0.88101,                 1.0267,              0.0059509,              0.0059509,              0.0059509
                    412,                 1.2947,                0.97677,                 1.0542,                 0.6907,                0.40461,                  0.454,                0.27434,                 1.2187,                0.88112,                 1.0267,               0.005941,               0.005941,               0.005941
                    413,                 1.2912,                0.97509,                 1.0533,                0.68209,                0.40686,                0.45568,                0.27535,                 1.2186,                0.88091,                 1.0267,              0.0059311,              0.0059311,              0.0059311
                    414,                 1.2913,                0.97375,                 1.0524,                0.68098,                0.40732,                0.45592,                0.27505,                 1.2186,                0.88071,                 1.0267,              0.0059212,              0.0059212,              0.0059212
                    415,                 1.2901,                0.97389,                  1.053,                0.68233,                0.40621,                0.45538,                0.27467,                 1.2183,                0.88045,                 1.0266,              0.0059113,              0.0059113,              0.0059113
                    416,                 1.2948,                0.97544,                 1.0541,                0.67316,                0.40725,                0.45487,                0.27476,                  1.218,                 0.8805,                 1.0266,              0.0059014,              0.0059014,              0.0059014
                    417,                 1.2945,                0.97417,                 1.0526,                 0.6854,                0.40264,                0.45565,                0.27519,                 1.2182,                 0.8802,                 1.0266,              0.0058915,              0.0058915,              0.0058915
                    418,                 1.2939,                0.97607,                 1.0525,                 0.6885,                0.40072,                0.45548,                0.27509,                 1.2183,                0.88038,                 1.0266,              0.0058816,              0.0058816,              0.0058816
                    419,                 1.2929,                0.97491,                  1.052,                0.69471,                0.39891,                0.45562,                0.27525,                 1.2186,                0.88042,                 1.0267,              0.0058717,              0.0058717,              0.0058717
                    420,                 1.2898,                0.97236,                 1.0515,                0.69945,                0.39676,                0.45563,                0.27527,                 1.2182,                0.88039,                 1.0266,              0.0058618,              0.0058618,              0.0058618
                    421,                 1.2886,                0.97203,                 1.0511,                0.69868,                0.39695,                0.45651,                0.27559,                  1.218,                0.88019,                 1.0265,              0.0058519,              0.0058519,              0.0058519
                    422,                 1.2908,                0.97301,                 1.0534,                0.69364,                0.39708,                0.45659,                0.27546,                 1.2182,                0.88029,                 1.0266,               0.005842,               0.005842,               0.005842
                    423,                 1.2924,                0.97152,                 1.0527,                0.69018,                0.39874,                0.45617,                0.27539,                 1.2181,                0.88015,                 1.0265,              0.0058321,              0.0058321,              0.0058321
                    424,                 1.2922,                0.97416,                 1.0526,                0.68569,                0.39949,                0.45522,                0.27481,                  1.218,                0.88019,                 1.0263,              0.0058222,              0.0058222,              0.0058222
                    425,                  1.293,                 0.9739,                 1.0502,                0.68484,                0.39994,                0.45542,                0.27488,                  1.218,                 0.8799,                 1.0263,              0.0058123,              0.0058123,              0.0058123
                    426,                 1.2935,                0.97475,                  1.052,                0.69265,                0.39902,                0.45495,                0.27461,                 1.2181,                0.88017,                 1.0263,              0.0058024,              0.0058024,              0.0058024
                    427,                 1.2888,                0.97238,                 1.0507,                0.68498,                0.39877,                0.45477,                0.27425,                 1.2181,                0.88006,                 1.0264,              0.0057925,              0.0057925,              0.0057925
                    428,                 1.2925,                0.97274,                 1.0526,                0.67983,                0.39965,                0.45385,                0.27459,                 1.2182,                0.87999,                 1.0263,              0.0057826,              0.0057826,              0.0057826
                    429,                 1.2915,                 0.9746,                 1.0518,                0.68422,                0.39888,                0.45485,                0.27504,                  1.218,                 0.8799,                 1.0264,              0.0057727,              0.0057727,              0.0057727
                    430,                 1.2913,                0.97296,                 1.0515,                0.68272,                0.40011,                 0.4548,                0.27477,                 1.2182,                 0.8801,                 1.0264,              0.0057628,              0.0057628,              0.0057628
                    431,                 1.2889,                0.97069,                 1.0499,                 0.6832,                0.39989,                0.45488,                0.27488,                 1.2181,                0.88005,                 1.0262,              0.0057529,              0.0057529,              0.0057529
                    432,                  1.292,                0.97312,                 1.0521,                0.68418,                0.39954,                0.45537,                 0.2741,                  1.218,                0.87985,                 1.0261,               0.005743,               0.005743,               0.005743
                    433,                 1.2903,                0.97147,                 1.0505,                0.68325,                0.39927,                0.45551,                 0.2739,                  1.218,                0.88003,                  1.026,              0.0057331,              0.0057331,              0.0057331
                    434,                 1.2904,                0.97282,                 1.0513,                0.68975,                0.39804,                0.45611,                 0.2741,                  1.218,                0.88008,                  1.026,              0.0057232,              0.0057232,              0.0057232
                    435,                 1.2897,                0.97178,                 1.0503,                0.68637,                0.40034,                0.45621,                0.27439,                 1.2181,                0.87986,                 1.0259,              0.0057133,              0.0057133,              0.0057133
                    436,                  1.291,                0.97132,                 1.0508,                0.68718,                0.39896,                0.45629,                0.27444,                 1.2179,                0.87968,                 1.0258,              0.0057034,              0.0057034,              0.0057034
                    437,                 1.2881,                0.96954,                 1.0501,                0.68933,                0.39824,                0.45726,                0.27508,                  1.218,                0.87967,                 1.0258,              0.0056935,              0.0056935,              0.0056935
